学籍番号,学生氏名,科目番号,"科目名 ",単位数,春学期,秋学期,総合評価,科目区分,開講年度,開講区分
,,FE12601,有機化学I," 3.0",-,-,B,A,2024,通常
,,FG16051,工学システム概論," 1.0",-,-,B,C0,2024,通常
,,2116133,基礎体育ジョグ&ウォーク(秋)," 0.5",-,-,B,C,2023,通常
,,31KC092,English Reading Skills II," 1.0",-,-,B,C,2023,通常
,,31LC092,English Presentation Skills II," 1.0",-,-,C,C,2023,通常
,,6514102,データサイエンス," 2.0",-,-,B,C,2023,通常
,,BC50111,国際学I," 1.0",-,-,B,C0,2023,通常
,,EC12401,生物資源と環境," 1.0",-,-,B,C0,2023,通常
,,EE11161,地球環境学2," 1.0",-,-,B,B,2023,通常
,,EE11261,地球進化学2," 1.0",-,-,C,B,2023,通常
,,FBA1521,微積分II," 1.0",-,-,B,B,2023,通常
,,FBA1561,微積分III," 1.0",-,-,D,B,2023,通常
,,FBA1641,線形代数II," 1.0",-,-,B,B,2023,通常
,,FBA1681,線形代数III," 1.0",-,-,B,B,2023,通常
,,FBA1822,微積分演習F," 1.0",-,-,A+,B,2023,通常
,,FBA1862,線形代数演習F," 1.0",-,-,A+,B,2023,通常
,,FCB1271,力学3," 1.0",-,-,D,B,2023,通常
,,FCB1311,電磁気学1," 1.0",-,-,B,B,2023,通常
,,FE11012,化学基礎セミナー," 1.0",-,-,B,B,2023,通常
,,FE11181,化学2," 1.0",-,-,A,B,2023,通常
,,FE11191,化学3," 1.0",-,-,A+,B,2023,通常
,,HB21231,スポーツ医学とは?フロントランナーに聞いてみよう!!," 1.0",-,-,B,C0,2023,通常
,,HC33011,精神看護学概論," 1.0",-,-,D,C0,2023,通常
,,HE35071,医療科学概論," 1.0",-,-,C,C0,2023,通常
,,1114102,ファーストイヤーセミナー," 1.0",-,-,P,C,2023,通常
,,1227411,学問への誘い," 1.0",-,-,P,C,2023,通常
,,2113183,基礎体育サッカー(春)," 0.5",-,-,A,C,2023,通常
,,31HC092,English Reading Skills I," 1.0",-,-,B,C,2023,通常
,,31JC092,English Presentation Skills I," 1.0",-,-,B,C,2023,通常
,,6114101,情報リテラシー(講義)," 1.0",-,-,B,C,2023,通常
,,6414102,情報リテラシー(演習)," 1.0",-,-,A,C,2023,通常
,,CA10051,障害科学I," 2.0",-,-,A,C0,2023,通常
,,EB00021,生物学序説," 1.0",-,-,B,B,2023,通常
,,EE11151,地球環境学1," 1.0",-,-,B,B,2023,通常
,,EE11251,地球進化学1," 1.0",-,-,A,B,2023,通常
,,FA01191,数学リテラシー1," 1.0",-,-,A,C0,2023,通常
,,FA01291,数学リテラシー2," 1.0",-,-,B,C0,2023,通常
,,FBA1481,微積分I," 1.0",-,-,A+,B,2023,通常
,,FBA1601,線形代数I," 1.0",-,-,B,B,2023,通常
,,FBA1742,微積分演習S," 1.0",-,-,A,B,2023,通常
,,FBA1782,線形代数演習S," 1.0",-,-,A,B,2023,通常
,,FCB1201,力学1," 1.0",-,-,A,B,2023,通常
,,FCB1251,力学2," 1.0",-,-,C,B,2023,通常
,,FCB1401,物理学概論," 1.0",-,-,P,B,2023,通常
,,FE11161,化学概論," 1.0",-,-,P,B,2023,通常
,,FE11171,化学1," 1.0",-,-,A+,B,2023,通常
