"学籍番号","学生氏名","科目番号","科目名 ","単位数","春学期","秋学期","総合評価","科目区分","開講年度","開講区分"
"","","2240263","応用体育フィットネストレーニング(春)"," 0.5","-","-","B","C","2024","通常"
"","","GC11601","確率と統計"," 2.0","-","-","C","B","2024","通常"
"","","GC11701","微分積分B"," 2.0","-","-","B","B","2024","通常"
"","","GC11801","線形代数B"," 2.0","-","-","A","B","2024","通常"
"","","GC12701","プログラミング"," 2.0","-","-","A","B","2024","通常"
"","","GC13101","コンピュータシステムとOS"," 2.0","-","-","B","B","2024","通常"
"","","GC13201","データ工学概論"," 2.0","-","-","B","B","2024","通常"
"","","GC25301","コンピュータネットワーク"," 2.0","-","-","A","B","2024","通常"
"","","GC26201","認知科学"," 2.0","-","-","A","B","2024","通常"
"","","GC27701","ACPC連携講座: ライブ・コンテンツ論"," 2.0","-","-","B","B","2024","通常"
"","","GE21101","データベース概説"," 2.0","-","-","B","C0","2024","通常"
"","","YAL1012","グラフィックツール基礎演習"," 1.0","-","-","A","C0","2024","通常"
"","","YBX3812","拡張表現スタジオ1-A"," 1.0","-","-","A","C0","2024","通常"
"","","1226014","キャリアデザイン入門~世界にはばたく未来の自分~"," 1.0","-","-","B","C","2023","通常"
"","","1226051","筑波大学特別講義―大学と学問―"," 1.0","-","-","B","C","2023","通常"
"","","2145133","基礎体育野外運動(秋)"," 0.5","-","-","A","C","2023","通常"
"","","31KC042","English Reading Skills II"," 1.0","-","-","A+","C","2023","通常"
"","","6525102","データサイエンス"," 2.0","-","-","A","C","2023","通常"
"","","EB00001","生物学序説"," 1.0","-","-","A","C0","2023","通常"
"","","GA12301","システムと情報科学"," 1.0","-","-","B","B","2023","通常"
"","","GA13501","コンテンツ入門"," 2.0","-","-","A+","B","2023","通常"
"","","GA14121","知識情報概論"," 1.0","-","-","A+","B","2023","通常"
"","","GA14301","図書館概論"," 2.0","-","-","B","B","2023","通常"
"","","GA15331","微分積分A"," 2.0","-","-","A+","B","2023","通常"
"","","GA18222","プログラミング入門A"," 2.0","-","-","A","B","2023","通常"
"","","GA18322","プログラミング入門B"," 1.0","-","-","A+","B","2023","通常"
"","","GC27801","映像メディア概論"," 2.0","-","-","A","B","2023","通常"
"","","GC59802","情報メディア創成特別講義H"," 1.0","-","-","A","A","2023","集中"
"","","GE20801","情報行動論"," 2.0","-","-","A","C0","2023","通常"
"","","YBL1701","画像論"," 1.0","-","-","A","C0","2023","通常"
"","","1119102","ファーストイヤーセミナー"," 1.0","-","-","P","C","2023","通常"
"","","1227611","学問への誘い"," 1.0","-","-","P","C","2023","通常"
"","","2103123","基礎体育インラインスケート(春)"," 0.5","-","-","B","C","2023","通常"
"","","31HC042","English Reading Skills I"," 1.0","-","-","B","C","2023","通常"
"","","6114101","情報リテラシー(講義)"," 1.0","-","-","A","C","2023","通常"
"","","6425102","情報リテラシー(演習)"," 1.0","-","-","B","C","2023","通常"
"","","AB50A11","哲学・宗教学入門"," 1.0","-","-","D","C0","2023","通常"
"","","AE13A11","日本語の音声・音韻"," 1.0","-","-","A+","C0","2023","集中"
"","","FBA1451","数学概論"," 1.0","-","-","P","C0","2023","通常"
"","","FCB1401","物理学概論"," 1.0","-","-","P","C0","2023","通常"
"","","FG16051","工学システム概論"," 1.0","-","-","A","C0","2023","通常"
"","","GA12111","知能と情報科学"," 1.0","-","-","B","B","2023","通常"
"","","GA12201","計算と情報科学"," 1.0","-","-","A+","B","2023","通常"
"","","GA12401","情報科学概論"," 1.0","-","-","A","B","2023","通常"
"","","GA13401","情報メディア入門"," 1.0","-","-","A+","B","2023","通常"
"","","GA14201","知識情報システム概説"," 1.0","-","-","A","B","2023","通常"
"","","GA15131","情報数学A"," 2.0","-","-","B","B","2023","通常"
"","","GA15231","線形代数A"," 2.0","-","-","A","B","2023","通常"
"","","YAC1011","洋画概論"," 1.0","-","-","B","C0","2023","通常"
"","","YAX2011","アート&デザイン入門"," 1.0","-","-","A","C0","2023","通常"
"","","","English Presentation Skills I"," 1.0","-","-","認","C","2023",""
"","","","English Presentation Skills II"," 1.0","-","-","認","C","2023",""
